datetime,pickups1,pickups17_lag1,pickups17_lag2,pickups1_lag1,pickups1_lag2,pickups21_lag1,pickups21_lag2,pickups28_lag1,pickups28_lag2,temp,prcp,fog,rain_drizzle,time_of_day_afternoon,time_of_day_afternoon rush,time_of_day_evening,time_of_day_lunch time,time_of_day_morning,time_of_day_morning rush,time_of_day_night,is_weekend
2016-01-29 08:15:00,340,329.0,324.0,309.0,270.0,346.0,349.0,68.0,43.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 08:30:00,268,396.0,329.0,340.0,309.0,360.0,346.0,77.0,68.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 08:45:00,293,380.0,396.0,268.0,340.0,437.0,360.0,45.0,77.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 09:00:00,292,374.0,380.0,293.0,268.0,346.0,437.0,99.0,45.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 09:15:00,283,347.0,374.0,292.0,293.0,353.0,346.0,106.0,99.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 09:30:00,229,363.0,347.0,283.0,292.0,359.0,353.0,89.0,106.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 09:45:00,244,372.0,363.0,229.0,283.0,378.0,359.0,87.0,89.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 10:00:00,205,371.0,372.0,244.0,229.0,375.0,378.0,123.0,87.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 10:15:00,227,352.0,371.0,205.0,244.0,325.0,375.0,100.0,123.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 10:30:00,217,393.0,352.0,227.0,205.0,312.0,325.0,112.0,100.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 10:45:00,201,389.0,393.0,217.0,227.0,360.0,312.0,106.0,112.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 11:00:00,213,440.0,389.0,201.0,217.0,325.0,360.0,139.0,106.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 11:15:00,224,417.0,440.0,213.0,201.0,324.0,325.0,153.0,139.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 11:30:00,252,376.0,417.0,224.0,213.0,320.0,324.0,114.0,153.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 11:45:00,280,462.0,376.0,252.0,224.0,361.0,320.0,124.0,114.0,38.3,0.0,0,0,0,0,0,0,1,0,0,False
2016-01-29 12:00:00,254,455.0,462.0,280.0,252.0,385.0,361.0,151.0,124.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 12:15:00,269,483.0,455.0,254.0,280.0,385.0,385.0,107.0,151.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 12:30:00,238,505.0,483.0,269.0,254.0,368.0,385.0,124.0,107.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 12:45:00,234,502.0,505.0,238.0,269.0,380.0,368.0,103.0,124.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 13:00:00,250,501.0,502.0,234.0,238.0,401.0,380.0,139.0,103.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 13:15:00,253,460.0,501.0,250.0,234.0,401.0,401.0,120.0,139.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 13:30:00,255,448.0,460.0,253.0,250.0,406.0,401.0,127.0,120.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 13:45:00,248,481.0,448.0,255.0,253.0,442.0,406.0,103.0,127.0,38.3,0.0,0,0,0,0,0,1,0,0,0,False
2016-01-29 14:00:00,247,544.0,481.0,248.0,255.0,363.0,442.0,143.0,103.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 14:15:00,253,545.0,544.0,247.0,248.0,349.0,363.0,139.0,143.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 14:30:00,263,540.0,545.0,253.0,247.0,434.0,349.0,138.0,139.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 14:45:00,268,549.0,540.0,263.0,253.0,444.0,434.0,119.0,138.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 15:00:00,244,525.0,549.0,268.0,263.0,413.0,444.0,141.0,119.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 15:15:00,244,495.0,525.0,244.0,268.0,397.0,413.0,107.0,141.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 15:30:00,241,462.0,495.0,244.0,244.0,411.0,397.0,136.0,107.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 15:45:00,208,415.0,462.0,241.0,244.0,396.0,411.0,187.0,136.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 16:00:00,194,387.0,415.0,208.0,241.0,383.0,396.0,125.0,187.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 16:15:00,181,405.0,387.0,194.0,208.0,360.0,383.0,111.0,125.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 16:30:00,182,405.0,405.0,181.0,194.0,410.0,360.0,131.0,111.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 16:45:00,208,377.0,405.0,182.0,181.0,350.0,410.0,143.0,131.0,38.3,0.0,0,0,1,0,0,0,0,0,0,False
2016-01-29 17:00:00,212,382.0,377.0,208.0,182.0,330.0,350.0,177.0,143.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 17:15:00,236,364.0,382.0,212.0,208.0,346.0,330.0,132.0,177.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 17:30:00,260,423.0,364.0,236.0,212.0,445.0,346.0,90.0,132.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 17:45:00,306,529.0,423.0,260.0,236.0,442.0,445.0,156.0,90.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 18:00:00,327,556.0,529.0,306.0,260.0,498.0,442.0,160.0,156.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 18:15:00,319,558.0,556.0,327.0,306.0,463.0,498.0,118.0,160.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 18:30:00,357,701.0,558.0,319.0,327.0,506.0,463.0,147.0,118.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 18:45:00,350,667.0,701.0,357.0,319.0,475.0,506.0,146.0,147.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 19:00:00,344,680.0,667.0,350.0,357.0,531.0,475.0,197.0,146.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 19:15:00,337,754.0,680.0,344.0,350.0,540.0,531.0,173.0,197.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 19:30:00,367,738.0,754.0,337.0,344.0,527.0,540.0,147.0,173.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 19:45:00,347,788.0,738.0,367.0,337.0,452.0,527.0,158.0,147.0,38.3,0.0,0,0,0,1,0,0,0,0,0,False
2016-01-29 20:00:00,350,806.0,788.0,347.0,367.0,433.0,452.0,99.0,158.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 20:15:00,336,727.0,806.0,350.0,347.0,404.0,433.0,172.0,99.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 20:30:00,323,658.0,727.0,336.0,350.0,394.0,404.0,117.0,172.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 20:45:00,314,675.0,658.0,323.0,336.0,360.0,394.0,134.0,117.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 21:00:00,313,616.0,675.0,314.0,323.0,388.0,360.0,172.0,134.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 21:15:00,317,674.0,616.0,313.0,314.0,365.0,388.0,178.0,172.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 21:30:00,270,646.0,674.0,317.0,313.0,317.0,365.0,163.0,178.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 21:45:00,267,679.0,646.0,270.0,317.0,342.0,317.0,163.0,163.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 22:00:00,286,677.0,679.0,267.0,270.0,531.0,342.0,160.0,163.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 22:15:00,279,696.0,677.0,286.0,267.0,457.0,531.0,136.0,160.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 22:30:00,240,657.0,696.0,279.0,286.0,486.0,457.0,192.0,136.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 22:45:00,308,636.0,657.0,240.0,279.0,483.0,486.0,195.0,192.0,38.3,0.0,0,0,0,0,1,0,0,0,0,False
2016-01-29 23:00:00,288,702.0,636.0,308.0,240.0,354.0,483.0,178.0,195.0,38.3,0.0,0,0,0,0,0,0,0,0,1,False
2016-01-29 23:15:00,300,778.0,702.0,288.0,308.0,440.0,354.0,122.0,178.0,38.3,0.0,0,0,0,0,0,0,0,0,1,False
2016-01-29 23:30:00,273,734.0,778.0,300.0,288.0,345.0,440.0,132.0,122.0,38.3,0.0,0,0,0,0,0,0,0,0,1,False
2016-01-29 23:45:00,287,698.0,734.0,273.0,300.0,306.0,345.0,151.0,132.0,38.3,0.0,0,0,0,0,0,0,0,0,1,False
2016-01-30 00:00:00,249,669.0,698.0,287.0,273.0,255.0,306.0,142.0,151.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 00:15:00,280,578.0,669.0,249.0,287.0,216.0,255.0,161.0,142.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 00:30:00,259,617.0,578.0,280.0,249.0,214.0,216.0,86.0,161.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 00:45:00,245,561.0,617.0,259.0,280.0,211.0,214.0,109.0,86.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 01:00:00,228,501.0,561.0,245.0,259.0,172.0,211.0,55.0,109.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 01:15:00,205,427.0,501.0,228.0,245.0,165.0,172.0,7.0,55.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 01:30:00,236,394.0,427.0,205.0,228.0,158.0,165.0,19.0,7.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 01:45:00,169,336.0,394.0,236.0,205.0,88.0,158.0,30.0,19.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 02:00:00,191,320.0,336.0,169.0,236.0,81.0,88.0,9.0,30.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 02:15:00,162,319.0,320.0,191.0,169.0,107.0,81.0,6.0,9.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 02:30:00,143,289.0,319.0,162.0,191.0,98.0,107.0,1.0,6.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 02:45:00,134,275.0,289.0,143.0,162.0,73.0,98.0,0.0,1.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 03:00:00,124,270.0,275.0,134.0,143.0,48.0,73.0,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 03:15:00,119,242.0,270.0,124.0,134.0,39.0,48.0,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 03:30:00,106,215.0,242.0,119.0,124.0,43.0,39.0,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 03:45:00,107,190.0,215.0,106.0,119.0,27.0,43.0,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 04:00:00,109,214.0,190.0,107.0,106.0,21.0,27.0,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 04:15:00,94,220.0,214.0,109.0,107.0,33.0,21.0,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 04:30:00,56,155.0,220.0,94.0,109.0,25.0,33.0,1.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 04:45:00,42,134.0,155.0,56.0,94.0,25.0,25.0,1.0,1.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 05:00:00,45,85.0,134.0,42.0,56.0,14.0,25.0,0.0,1.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 05:15:00,27,65.0,85.0,45.0,42.0,22.0,14.0,1.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 05:30:00,31,74.0,65.0,27.0,45.0,18.0,22.0,2.0,1.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 05:45:00,30,67.0,74.0,31.0,27.0,31.0,18.0,1.0,2.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 06:00:00,26,66.0,67.0,30.0,31.0,35.0,31.0,0.0,1.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 06:15:00,30,56.0,66.0,26.0,30.0,56.0,35.0,1.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 06:30:00,56,76.0,56.0,30.0,26.0,36.0,56.0,2.0,1.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 06:45:00,50,64.0,76.0,56.0,30.0,69.0,36.0,1.0,2.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 07:00:00,40,91.0,64.0,50.0,56.0,64.0,69.0,0.0,1.0,32.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-30 07:15:00,54,119.0,91.0,40.0,50.0,87.0,64.0,2.0,0.0,32.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-30 07:30:00,68,123.0,119.0,54.0,40.0,88.0,87.0,11.0,2.0,32.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-30 07:45:00,71,140.0,123.0,68.0,54.0,119.0,88.0,18.0,11.0,32.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-30 08:00:00,91,132.0,140.0,71.0,68.0,152.0,119.0,3.0,18.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 08:15:00,110,149.0,132.0,91.0,71.0,166.0,152.0,11.0,3.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 08:30:00,141,220.0,149.0,110.0,91.0,207.0,166.0,20.0,11.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 08:45:00,157,206.0,220.0,141.0,110.0,233.0,207.0,18.0,20.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 09:00:00,119,239.0,206.0,157.0,141.0,295.0,233.0,61.0,18.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 09:15:00,134,260.0,239.0,119.0,157.0,268.0,295.0,54.0,61.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 09:30:00,174,268.0,260.0,134.0,119.0,303.0,268.0,16.0,54.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 09:45:00,191,289.0,268.0,174.0,134.0,347.0,303.0,50.0,16.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 10:00:00,169,349.0,289.0,191.0,174.0,419.0,347.0,50.0,50.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 10:15:00,182,323.0,349.0,169.0,191.0,341.0,419.0,78.0,50.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 10:30:00,200,368.0,323.0,182.0,169.0,381.0,341.0,133.0,78.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 10:45:00,211,402.0,368.0,200.0,182.0,433.0,381.0,145.0,133.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 11:00:00,212,385.0,402.0,211.0,200.0,415.0,433.0,112.0,145.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 11:15:00,233,424.0,385.0,212.0,211.0,384.0,415.0,86.0,112.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 11:30:00,271,448.0,424.0,233.0,212.0,368.0,384.0,47.0,86.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 11:45:00,291,423.0,448.0,271.0,233.0,428.0,368.0,70.0,47.0,32.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-30 12:00:00,240,488.0,423.0,291.0,271.0,444.0,428.0,45.0,70.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 12:15:00,274,475.0,488.0,240.0,291.0,439.0,444.0,50.0,45.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 12:30:00,280,480.0,475.0,274.0,240.0,421.0,439.0,56.0,50.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 12:45:00,287,484.0,480.0,280.0,274.0,513.0,421.0,56.0,56.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 13:00:00,284,474.0,484.0,287.0,280.0,527.0,513.0,64.0,56.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 13:15:00,261,452.0,474.0,284.0,287.0,479.0,527.0,89.0,64.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 13:30:00,266,522.0,452.0,261.0,284.0,474.0,479.0,69.0,89.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 13:45:00,257,505.0,522.0,266.0,261.0,454.0,474.0,94.0,69.0,32.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-30 14:00:00,291,535.0,505.0,257.0,266.0,436.0,454.0,104.0,94.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 14:15:00,259,481.0,535.0,291.0,257.0,410.0,436.0,90.0,104.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 14:30:00,248,494.0,481.0,259.0,291.0,438.0,410.0,70.0,90.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 14:45:00,281,465.0,494.0,248.0,259.0,418.0,438.0,74.0,70.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 15:00:00,274,452.0,465.0,281.0,248.0,445.0,418.0,111.0,74.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 15:15:00,260,465.0,452.0,274.0,281.0,471.0,445.0,106.0,111.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 15:30:00,249,480.0,465.0,260.0,274.0,463.0,471.0,103.0,106.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 15:45:00,250,522.0,480.0,249.0,260.0,472.0,463.0,48.0,103.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 16:00:00,214,547.0,522.0,250.0,249.0,482.0,472.0,57.0,48.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 16:15:00,232,554.0,547.0,214.0,250.0,464.0,482.0,68.0,57.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 16:30:00,217,514.0,554.0,232.0,214.0,445.0,464.0,86.0,68.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 16:45:00,234,489.0,514.0,217.0,232.0,490.0,445.0,81.0,86.0,32.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-30 17:00:00,233,408.0,489.0,234.0,217.0,466.0,490.0,106.0,81.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 17:15:00,233,412.0,408.0,233.0,234.0,435.0,466.0,110.0,106.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 17:30:00,279,528.0,412.0,233.0,233.0,476.0,435.0,84.0,110.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 17:45:00,304,567.0,528.0,279.0,233.0,470.0,476.0,72.0,84.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 18:00:00,305,625.0,567.0,304.0,279.0,542.0,470.0,83.0,72.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 18:15:00,303,635.0,625.0,305.0,304.0,502.0,542.0,31.0,83.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 18:30:00,299,627.0,635.0,303.0,305.0,557.0,502.0,41.0,31.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 18:45:00,334,686.0,627.0,299.0,303.0,550.0,557.0,69.0,41.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 19:00:00,311,609.0,686.0,334.0,299.0,528.0,550.0,59.0,69.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 19:15:00,319,630.0,609.0,311.0,334.0,542.0,528.0,38.0,59.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 19:30:00,304,697.0,630.0,319.0,311.0,570.0,542.0,53.0,38.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 19:45:00,289,727.0,697.0,304.0,319.0,527.0,570.0,67.0,53.0,32.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-30 20:00:00,265,620.0,727.0,289.0,304.0,440.0,527.0,79.0,67.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 20:15:00,294,524.0,620.0,265.0,289.0,374.0,440.0,70.0,79.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 20:30:00,253,506.0,524.0,294.0,265.0,361.0,374.0,35.0,70.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 20:45:00,262,501.0,506.0,253.0,294.0,371.0,361.0,21.0,35.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 21:00:00,249,480.0,501.0,262.0,253.0,356.0,371.0,25.0,21.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 21:15:00,247,591.0,480.0,249.0,262.0,373.0,356.0,48.0,25.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 21:30:00,268,614.0,591.0,247.0,249.0,405.0,373.0,74.0,48.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 21:45:00,236,553.0,614.0,268.0,247.0,364.0,405.0,85.0,74.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 22:00:00,239,565.0,553.0,236.0,268.0,354.0,364.0,95.0,85.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 22:15:00,249,682.0,565.0,239.0,236.0,322.0,354.0,68.0,95.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 22:30:00,252,697.0,682.0,249.0,239.0,464.0,322.0,43.0,68.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 22:45:00,276,772.0,697.0,252.0,249.0,520.0,464.0,45.0,43.0,32.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-30 23:00:00,257,712.0,772.0,276.0,252.0,516.0,520.0,48.0,45.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 23:15:00,280,720.0,712.0,257.0,276.0,474.0,516.0,49.0,48.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 23:30:00,290,685.0,720.0,280.0,257.0,408.0,474.0,56.0,49.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-30 23:45:00,277,673.0,685.0,290.0,280.0,329.0,408.0,77.0,56.0,32.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 00:00:00,270,622.0,673.0,277.0,290.0,369.0,329.0,52.0,77.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 00:15:00,288,621.0,622.0,270.0,277.0,273.0,369.0,44.0,52.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 00:30:00,254,579.0,621.0,288.0,270.0,278.0,273.0,34.0,44.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 00:45:00,200,562.0,579.0,254.0,288.0,262.0,278.0,17.0,34.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 01:00:00,239,525.0,562.0,200.0,254.0,232.0,262.0,3.0,17.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 01:15:00,189,482.0,525.0,239.0,200.0,184.0,232.0,0.0,3.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 01:30:00,166,419.0,482.0,189.0,239.0,158.0,184.0,1.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 01:45:00,155,422.0,419.0,166.0,189.0,140.0,158.0,0.0,1.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 02:00:00,175,380.0,422.0,155.0,166.0,120.0,140.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 02:15:00,143,418.0,380.0,175.0,155.0,96.0,120.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 02:30:00,149,343.0,418.0,143.0,175.0,103.0,96.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 02:45:00,125,341.0,343.0,149.0,143.0,71.0,103.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 03:00:00,117,295.0,341.0,125.0,149.0,53.0,71.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 03:15:00,113,296.0,295.0,117.0,125.0,39.0,53.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 03:30:00,109,271.0,296.0,113.0,117.0,48.0,39.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 03:45:00,123,272.0,271.0,109.0,113.0,35.0,48.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 04:00:00,115,300.0,272.0,123.0,109.0,58.0,35.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 04:15:00,92,312.0,300.0,115.0,123.0,38.0,58.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 04:30:00,89,232.0,312.0,92.0,115.0,34.0,38.0,0.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 04:45:00,74,202.0,232.0,89.0,92.0,25.0,34.0,2.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 05:00:00,54,129.0,202.0,74.0,89.0,16.0,25.0,0.0,2.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 05:15:00,48,123.0,129.0,54.0,74.0,20.0,16.0,2.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 05:30:00,56,127.0,123.0,48.0,54.0,20.0,20.0,0.0,2.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 05:45:00,37,83.0,127.0,56.0,48.0,22.0,20.0,2.0,0.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-31 06:00:00,55,66.0,83.0,37.0,56.0,23.0,22.0,1.0,2.0,42.6,0.0,0,0,0,0,0,0,0,0,1,True
